post_id,tweet_date,entity,entity_name,match_tier,stance,stance_source,indices_used,sectors_used,peers_used,used_fallback,pre_vol,pre_ret_1,pre_ret_3,weekday,after_hours,text,raw_eod,abn_idx_eod,abn_sec_eod,abn_peer_eod,band_eod,label_eod,raw_2d,abn_idx_2d,abn_sec_2d,abn_peer_2d,band_2d,label_2d,raw_3d,abn_idx_3d,abn_sec_3d,abn_peer_3d,band_3d,label_3d,raw_1w,abn_idx_1w,abn_sec_1w,abn_peer_1w,band_1w,label_1w,raw_2w,abn_idx_2w,abn_sec_2w,abn_peer_2w,band_2w,label_2w,raw_3w,abn_idx_3w,abn_sec_3w,abn_peer_3w,band_3w,label_3w,raw_1mo,abn_idx_1mo,abn_sec_1mo,abn_peer_1mo,band_1mo,label_1mo,abn_sec_30m,label_30m,abn_sec_1h,label_1h
114829408208555940,2025-07-10,NVDA,NVIDIA,direct,negative,cache,SPY QQQ DIA,XLK SMH,AAPL MSFT AMD AVGO INTC TSM,0,0.0167,0.018,0.0222,3,0,"Tech Stocks, Industrial Stocks, & NASDAQ, HIT ALL-TIME, RECORD HIGHS! CRYPTO, “Through the Roof.” NVIDIA IS UP 47% SINCE TRUMP TARIFFS. USA is taking in Hundreds of Billions of Dollars in Tariffs. COU",0.0073,0.0064,0.0054,0.0055,0.0084,NEUTRAL,0.0021,-0.0014,0.0044,0.0041,0.0118,NEUTRAL,0.0426,0.0435,0.0309,0.0229,0.0145,NEUTRAL,0.0567,0.0476,0.0372,0.021,0.0187,NEUTRAL,0.0612,0.0452,0.0479,0.0258,0.0264,NEUTRAL,0.0864,0.076,0.0688,0.0283,0.0324,NEUTRAL,0.1159,0.0966,0.0837,0.0477,0.0383,NEUTRAL,0.0003,NEUTRAL,-0.0113,DOWN
114832570720111172,2025-07-11,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0239,-0.0053,0.0107,4,1,"Congratulations to Bryan Bedford, who was just confirmed to head the FAA. A very talented guy!!!  DJT",-0.0154,-0.0168,,,0.012,NEUTRAL,-0.0282,-0.0315,,,0.0169,NEUTRAL,-0.0463,-0.0453,,,0.0207,NEUTRAL,0.0186,0.0101,,,0.0267,NEUTRAL,0.0159,-0.0028,,,0.0378,NEUTRAL,-0.0649,-0.0799,,,0.0463,NEUTRAL,-0.0968,-0.1199,,,0.0548,NEUTRAL,,NEUTRAL,,NEUTRAL
114835146294645750,2025-07-11,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0239,-0.0053,0.0107,4,0,Tom Homan and Kristi Noem are doing a FANTASTIC job. Thank you both! DJT,-0.0071,-0.0097,,,0.012,NEUTRAL,-0.0255,-0.0239,,,0.017,NEUTRAL,0.0282,0.0265,,,0.0208,NEUTRAL,0.0141,0.007,,,0.0268,NEUTRAL,0.0402,0.0178,,,0.038,NEUTRAL,-0.0809,-0.0786,,,0.0465,NEUTRAL,-0.0636,-0.084,,,0.055,NEUTRAL,,NEUTRAL,,NEUTRAL
114858589029028619,2025-07-15,BA,Boeing,direct,negative,cache,SPY DIA,XLI ITA,CAT GE RTX UNP LMT NOC GD,0,0.0183,0.0162,0.0173,1,0,This morning I finalized an important Deal with the Republic of Indonesia after speaking with their Highly Respected President Prabowo Subianto. This landmark Deal opens up Indonesia’s ENTIRE MARKET t,-0.0096,-0.0106,-0.0113,-0.0151,0.0088,DOWN,-0.0049,-0.0121,-0.0149,-0.0039,0.0125,NEUTRAL,-0.012,-0.0169,-0.0215,-0.0093,0.0153,NEUTRAL,-0.0157,-0.0235,-0.0136,-0.004,0.0197,NEUTRAL,-0.0261,-0.0407,-0.0427,-0.0711,0.0278,DOWN,-0.0313,-0.0341,-0.0423,-0.0732,0.0341,NEUTRAL,0.0053,-0.0204,-0.0094,-0.0199,0.0404,NEUTRAL,0.0047,NEUTRAL,0.0066,NEUTRAL
114859554812594090,2025-07-15,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0234,-0.0186,-0.0523,1,1,"BIG WIN today in Florida State Court for powerhouse TRUTH Social! Fake claims against the Company, and your favorite President, ME, were dismissed in a thoughtful and smart opinion. TRUTH is “hotter” ",0.0488,0.048,,,0.0117,NA,0.0615,0.0546,,,0.0165,NA,0.0343,0.0282,,,0.0203,NA,0.1003,0.0921,,,0.0262,NA,-0.0133,-0.0318,,,0.037,NA,-0.092,-0.0987,,,0.0453,NA,-0.0039,-0.0378,,,0.0536,NA,,NA,,NA
114868979061610454,2025-07-17,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0249,0.0552,0.0221,3,0,“Too Late:” Great numbers just out. LOWER THE RATE!!! DJT,-0.0266,-0.0239,,,0.0124,NA,0.0036,0.0045,,,0.0176,NA,0.0355,0.0362,,,0.0216,NA,-0.0036,-0.0118,,,0.0278,NA,-0.0829,-0.0873,,,0.0394,NA,-0.1069,-0.1116,,,0.0482,NA,-0.0355,-0.0579,,,0.057,NA,,NA,,NA
114871752316281496,2025-07-18,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0249,0.0122,0.0481,4,1,"The Wall Street Journal printed a FAKE letter, supposedly to Epstein. These are not my words, not the way I talk. Also, I don’t draw pictures. I told Rupert Murdoch it was a Scam, that he shouldn’t pr",-0.0266,-0.0239,,,0.0124,NEUTRAL,0.0036,0.0045,,,0.0176,NEUTRAL,0.0355,0.0362,,,0.0216,NEUTRAL,-0.0036,-0.0118,,,0.0278,NEUTRAL,-0.0829,-0.0873,,,0.0394,NEUTRAL,-0.1069,-0.1116,,,0.0482,NEUTRAL,-0.0355,-0.0579,,,0.057,NEUTRAL,,NEUTRAL,,NEUTRAL
114882283904953607,2025-07-19,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0256,-0.0256,0.0407,5,1,"Hopefully the very talented John Thune, fresh off our many victories over the past two weeks and, indeed, 6 months, will cancel August recess (and long weekends!), in order to get my incredible nomine",-0.0392,-0.0392,,,0.0128,NEUTRAL,-0.0087,-0.0089,,,0.0181,NEUTRAL,-0.0222,-0.0309,,,0.0222,NEUTRAL,-0.0442,-0.0574,,,0.0286,NEUTRAL,-0.1555,-0.1443,,,0.0405,NEUTRAL,-0.152,-0.1654,,,0.0496,NEUTRAL,-0.0811,-0.1042,,,0.0587,NEUTRAL,,NEUTRAL,,NEUTRAL
114888305041609390,2025-07-21,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0256,-0.0256,0.0407,0,1,"Go get the GREAT NEW BOOK by Mark Levin. It’s entitled “ON POWER,” and it’s the talk of the town. Read it, digest it, and enjoy it. He is truly, ONE OF A KIND!!! DJT",-0.0392,-0.0392,,,0.0128,NA,-0.0087,-0.0089,,,0.0181,NA,-0.0222,-0.0309,,,0.0222,NA,-0.0442,-0.0574,,,0.0286,NA,-0.1555,-0.1443,,,0.0405,NA,-0.152,-0.1654,,,0.0496,NA,-0.0811,-0.1042,,,0.0587,NA,,NA,,NA
114898229237459086,2025-07-22,AMZN,Amazon,indirect,positive,cache,SPY QQQ DIA,XLY,TSLA HD MCD NKE,0,0.0128,0.014,0.0274,1,0,"BREAKING NEWS! We have just achieved a BIG AND IMPORTANT WIN in our Historic Lawsuit against 60 Minutes, CBS, and Paramount. Just like ABC and George Slopadopoulos, CBS and its Corporate Owners knew t",-0.0008,-0.0053,-0.0032,-0.0072,0.0064,NEUTRAL,0.0165,0.0135,0.0306,0.0296,0.0091,UP,0.013,0.0064,0.018,0.0139,0.0111,NEUTRAL,0.0111,0.0068,0.0172,-0.0018,0.0144,NEUTRAL,-0.0644,-0.0568,-0.0331,-0.0516,0.0204,NEUTRAL,-0.0306,-0.0451,-0.0339,-0.0492,0.0249,NEUTRAL,-0.0204,-0.0277,-0.0274,-0.0438,0.0295,NEUTRAL,-0.0001,NEUTRAL,-0.0025,NEUTRAL
114898507608732258,2025-07-22,BA,Boeing,direct,negative,cache,SPY DIA,XLI ITA,CAT GE RTX UNP LMT NOC GD,0,0.0172,-0.0001,-0.0025,1,0,"It is my Great Honor to announce our Trade Agreement with the Republic of Indonesia, as represented by their Highly Respected President, Prabowo Subianto. It is agreed that Indonesia will be Open Mark",0.0155,0.01,0.0029,0.0018,0.0087,NEUTRAL,0.0041,0.002,-0.0074,-0.0123,0.0122,NEUTRAL,0.0119,0.0055,-0.0083,-0.006,0.015,NEUTRAL,-0.0184,-0.0205,-0.0286,-0.0377,0.0194,DOWN,-0.0237,-0.014,-0.0283,-0.0587,0.0274,NEUTRAL,0.0099,0.004,-0.0001,-0.0229,0.0335,NEUTRAL,-0.0204,-0.0283,-0.0181,-0.0445,0.0397,NEUTRAL,-0.001,NEUTRAL,-0.0007,NEUTRAL
114905849389326140,2025-07-24,NVDA,NVIDIA,direct,neutral,cache,SPY QQQ DIA,XLK SMH,AAPL MSFT AMD AVGO INTC TSM,0,0.0179,0.0225,-0.0095,3,1,"Nvidia CEO Jensen Huang on winning the AI race: ""America's unique advantage that no country could possibly have is President Trump.""",0.0075,0.0076,0.0056,0.0058,0.0089,NEUTRAL,0.0061,0.0026,0.0036,0.0006,0.0126,NEUTRAL,0.025,0.021,0.0116,0.016,0.0155,NEUTRAL,0.0396,0.0397,0.0166,0.0296,0.02,NEUTRAL,0.0405,0.0439,0.0374,0.0294,0.0282,NEUTRAL,0.0531,0.0369,0.0144,0.0082,0.0346,NEUTRAL,0.0147,0.0144,0.0181,0.0148,0.0409,NEUTRAL,0.0861,NEUTRAL,0.013,NEUTRAL
114932385332182862,2025-07-28,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0255,0.0021,-0.0358,0,0,"Go get the GREAT NEW BOOK by Mark Levin. It's entitled ""ON POWER,"" and it's the talk of the town. Read it, digest it, and enjoy it. He is truly, ONE OF A KIND!!! DJT https://a.co/d/jev5nAm",-0.045,-0.0402,,,0.0126,NA,-0.0472,-0.0411,,,0.0178,NA,-0.0568,-0.047,,,0.0218,NA,-0.0944,-0.0831,,,0.0282,NA,-0.0756,-0.0718,,,0.0399,NA,-0.0129,-0.0206,,,0.0488,NA,-0.0284,-0.0391,,,0.0578,NA,,NA,,NA
114938582774670397,2025-07-29,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0269,-0.0522,-0.068,1,1,I can’t stand Jessica Tarlov of THE FIVE. A real loser!!! DJT,-0.0064,-0.0041,,,0.0134,NEUTRAL,-0.0165,-0.0105,,,0.019,NEUTRAL,-0.054,-0.0316,,,0.0233,NEUTRAL,-0.0836,-0.0711,,,0.03,NEUTRAL,-0.0238,-0.0344,,,0.0425,NEUTRAL,-0.0266,-0.0327,,,0.052,NEUTRAL,0.002,-0.0149,,,0.0616,NEUTRAL,,NEUTRAL,,NEUTRAL
114961147474079611,2025-08-02,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0252,-0.0381,-0.05,5,1,"Very proud of our great  Republican Senators for fighting, over the Weekend and far beyond, if necessary, in order to get my great Appointments approved, and on their way to helping us MAKE AMERICA GR",-0.01,-0.0188,,,0.0126,NA,-0.0393,-0.0429,,,0.0178,NA,-0.0475,-0.0588,,,0.0218,NA,-0.0041,-0.0225,,,0.0282,NA,0.0844,0.056,,,0.0399,NA,0.0475,0.0161,,,0.0488,NA,0.0012,-0.0222,,,0.0578,NA,,NA,,NA
114971053091282290,2025-08-04,DJT,Trump Media & Technology Group,direct,negative,cache,SPY,,,1,0.0252,-0.0381,-0.05,0,0,"India is not only buying massive amounts of Russian Oil, they are then, for much of the Oil purchased, selling it on the Open Market for big profits. They don’t care how many people in Ukraine are bei",-0.0296,-0.0236,,,0.0126,NA,-0.0379,-0.0395,,,0.0178,NA,0.0142,0.0135,,,0.0218,NA,0.0207,0.0142,,,0.0282,NA,0.09,0.0718,,,0.0398,NA,0.0195,0.0026,,,0.0488,NA,0.0047,-0.0142,,,0.0577,NA,,NA,,NA
114973670406612532,2025-08-05,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0252,-0.0018,-0.0495,1,1,The TRUTH always wins out. This is great news. God Bless America! President DJT https://nypost.com/2025/08/04/us-news/ex-obama-officials-face-federal-grand-jury-probe-into-whether-they-promoted-false-,-0.0296,-0.0236,,,0.0126,NA,-0.0379,-0.0395,,,0.0178,NA,0.0142,0.0135,,,0.0218,NA,0.0207,0.0142,,,0.0282,NA,0.09,0.0718,,,0.0398,NA,0.0195,0.0026,,,0.0488,NA,0.0047,-0.0142,,,0.0577,NA,,NA,,NA
114974282191317621,2025-08-05,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0252,-0.0018,-0.0495,1,1,"Our GREAT Senator, Tim Scott, one of the finest men I know, wrote a fantastic new book entitled, “ONE NATION ALWAYS UNDER GOD.” Get it now!!! President DJT",-0.0296,-0.0236,,,0.0126,NA,-0.0379,-0.0395,,,0.0178,NA,0.0142,0.0135,,,0.0218,NA,0.0207,0.0142,,,0.0282,NA,0.09,0.0718,,,0.0398,NA,0.0195,0.0026,,,0.0488,NA,0.0047,-0.0142,,,0.0577,NA,,NA,,NA
114974461343997782,2025-08-05,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0252,-0.0018,-0.0495,1,1,"THIS IS GREAT NEWS!!! Should be Nationwide!!! President DJT
“Appeals court upholds Texas law requiring ID numbers to cast mail-in ballots” https://www.politico.com/news/2025/08/04/appeals-court-uphold",-0.0296,-0.0236,,,0.0126,NA,-0.0379,-0.0395,,,0.0178,NA,0.0142,0.0135,,,0.0218,NA,0.0207,0.0142,,,0.0282,NA,0.09,0.0718,,,0.0398,NA,0.0195,0.0026,,,0.0488,NA,0.0047,-0.0142,,,0.0577,NA,,NA,,NA
114987288040725570,2025-08-07,INTC,Intel,direct,neutral,cache,SPY QQQ,SMH,NVDA AMD TSM AVGO,0,0.0245,0.0109,0.057,3,1,"The CEO of INTEL is highly CONFLICTED and must resign, immediately. There is no other solution to this problem. Thank you for your attention to this problem!",-0.0115,-0.0062,-0.0057,-0.0055,0.0122,NEUTRAL,-0.0025,-0.0058,-0.0049,-0.0037,0.0173,NEUTRAL,0.0325,0.0317,0.0306,0.0349,0.0212,NEUTRAL,0.111,0.0966,0.0821,0.1062,0.0274,NEUTRAL,0.177,0.1806,0.1902,0.2185,0.0387,NEUTRAL,0.2425,0.2327,0.226,0.2521,0.0474,NEUTRAL,0.2245,0.212,0.223,0.2667,0.0561,NEUTRAL,-0.0646,NEUTRAL,-0.0489,NEUTRAL
114987769694082982,2025-08-07,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0246,-0.0085,-0.0396,3,0,Should be number ONE. New York Times RIGGED IT??? Selena is great! President DJT,-0.0297,-0.0346,,,0.014,NA,-0.0154,-0.0184,,,0.0198,NA,-0.0029,-0.0165,,,0.0243,NA,0.0063,-0.0109,,,0.0313,NA,-0.0074,-0.0098,,,0.0443,NA,0.0254,0.002,,,0.0542,NA,-0.0263,-0.0496,,,0.0642,NA,,NA,,NA
114989897956103830,2025-08-07,DJT,Trump Media & Technology Group,direct,negative,cache,SPY,,,1,0.028,0.0542,0.0142,3,1,"I look forward to hosting the President of Azerbaijan, Ilham Aliyev, and the Prime Minister of Armenia, Nikol Pashinyan, at the White House tomorrow for a Historic Peace Summit. These two Nations have",-0.0297,-0.0346,,,0.014,NA,-0.0154,-0.0184,,,0.0198,NA,-0.0029,-0.0165,,,0.0243,NA,0.0063,-0.0109,,,0.0313,NA,-0.0074,-0.0098,,,0.0443,NA,0.0254,0.002,,,0.0542,NA,-0.0263,-0.0496,,,0.0642,NA,,NA,,NA
114999087271735961,2025-08-09,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0277,-0.0082,0.0366,5,1,"On Monday a Press Conference will be held at the White House which will, essentially, stop violent crime in Washington, D.C. It has become one of the most dangerous cities anywhere in the World. It wi",0.0047,0.0071,,,0.0139,NEUTRAL,0.0175,0.0093,,,0.0196,NEUTRAL,0.0478,0.0361,,,0.024,NEUTRAL,0.0781,0.0687,,,0.031,NEUTRAL,0.0414,0.0291,,,0.0439,NEUTRAL,0.0216,0.0097,,,0.0537,NEUTRAL,-0.0152,-0.0353,,,0.0636,NEUTRAL,,NEUTRAL,,NEUTRAL
115006296068419815,2025-08-10,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0277,-0.0082,0.0366,6,1,THIS IS GREAT NEWS!!! President DJT https://justthenews.com/accountability/political-ethics/house-oversight-wants-gather-evidence-could-overturn-bidens-pardons,0.0047,0.0071,,,0.0139,NA,0.0175,0.0093,,,0.0196,NA,0.0478,0.0361,,,0.024,NA,0.0781,0.0687,,,0.031,NA,0.0414,0.0291,,,0.0439,NA,0.0216,0.0097,,,0.0537,NA,-0.0152,-0.0353,,,0.0636,NA,,NA,,NA
115010061198729847,2025-08-11,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0277,-0.0082,0.0366,0,1,"Washington, D.C. will be LIBERATED today! Crime, Savagery, Filth, and Scum will DISAPPEAR. I will, MAKE OUR CAPITAL GREAT AGAIN! The days of ruthlessly killing, or hurting, innocent people, are OVER! ",0.0047,0.0071,,,0.0139,NA,0.0175,0.0093,,,0.0196,NA,0.0478,0.0361,,,0.024,NA,0.0781,0.0687,,,0.031,NA,0.0414,0.0291,,,0.0439,NA,0.0216,0.0097,,,0.0537,NA,-0.0152,-0.0353,,,0.0636,NA,,NA,,NA
115012131343690532,2025-08-11,INTC,Intel,direct,neutral,cache,SPY QQQ,SMH,NVDA AMD TSM AVGO,0,0.0264,0.0351,0.0118,0,1,"I met with Mr. Lip-Bu Tan, of Intel, along with Secretary of Commerce, Howard Lutnick, and Secretary of the Treasury, Scott Bessent. The meeting was a very interesting one. His success and rise is an ",0.0288,0.0211,0.0125,0.0229,0.0132,NEUTRAL,0.0481,0.0384,0.0278,0.0478,0.0187,NEUTRAL,0.1255,0.1161,0.103,0.1205,0.0229,NEUTRAL,0.116,0.1104,0.1107,0.1201,0.0295,NEUTRAL,0.158,0.159,0.1627,0.1949,0.0418,NEUTRAL,0.142,0.1487,0.1718,0.2052,0.0512,NEUTRAL,0.1684,0.1527,0.1496,0.1495,0.0605,NEUTRAL,0.0154,NEUTRAL,0.0012,NEUTRAL
115015798555807745,2025-08-12,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0279,0.0147,0.0609,1,1,"GREAT Nominees for the TRUMP/KENNEDY CENTER, whoops, I mean, KENNEDY CENTER, AWARDS. They will be announced Wednesday. Tremendous work is being done, and money being spent, on bringing it back to the ",0.0052,-0.0017,,,0.014,NA,0.0351,0.0248,,,0.0198,NA,0.0144,0.004,,,0.0242,NA,0.0599,0.052,,,0.0312,NA,-0.0086,-0.0152,,,0.0442,NA,-0.0167,-0.0198,,,0.0541,NA,-0.0282,-0.05,,,0.064,NA,,NA,,NA
115016216005489412,2025-08-12,GS,Goldman Sachs,direct,negative,cache,SPY DIA,XLF,JPM BAC WFC MS,0,0.0113,-0.0028,-0.0076,1,0,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th",-0.0015,-0.0048,-0.0034,0.009,0.0064,NEUTRAL,0.0019,-0.0012,-0.0047,0.0012,0.009,NEUTRAL,-0.0202,-0.0228,-0.0164,-0.0006,0.0111,NEUTRAL,-0.0327,-0.0323,-0.0316,-0.0136,0.0143,NEUTRAL,0.0043,-0.0053,-0.0149,-0.0151,0.0202,NEUTRAL,-0.0152,-0.0222,-0.0311,-0.0298,0.0247,NEUTRAL,0.0579,0.0304,0.0318,0.01,0.0293,NEUTRAL,0.0055,NEUTRAL,0.0224,NEUTRAL
115016246479417087,2025-08-12,GS,Goldman Sachs,direct,negative,cache,SPY DIA,XLF,JPM BAC WFC MS,0,0.0113,-0.0028,-0.0076,1,0,"Trillions of Dollars are being taken in on Tariffs, which has been incredible for our Country, its Stock Market, its General Wealth, and just about everything else. It has been proven, that even at th",-0.0015,-0.0048,-0.0034,0.009,0.0064,NEUTRAL,0.0019,-0.0012,-0.0047,0.0012,0.009,NEUTRAL,-0.0202,-0.0228,-0.0164,-0.0006,0.0111,NEUTRAL,-0.0327,-0.0323,-0.0316,-0.0136,0.0143,NEUTRAL,0.0043,-0.0053,-0.0149,-0.0151,0.0202,NEUTRAL,-0.0152,-0.0222,-0.0311,-0.0298,0.0247,NEUTRAL,0.0579,0.0304,0.0318,0.01,0.0293,NEUTRAL,0.0052,NEUTRAL,0.0224,NEUTRAL
115026776769476976,2025-08-14,INTC,Intel,direct,neutral,cache,SPY QQQ,SMH,NVDA AMD TSM AVGO,0,0.0298,0.0188,0.1138,3,1,"“Comey's media mole told FBI he shaped Russia narrative, needed ‘discount’ to deny leaking intel” https://justthenews.com/government/federal-agencies/comey-media-mole-admitted-fbi-he-shaped-russia-nar",0.085,0.082,0.0719,0.0724,0.0149,NEUTRAL,0.1169,0.1172,0.1248,0.1161,0.0211,NEUTRAL,0.0759,0.0766,0.0798,0.0717,0.0258,NEUTRAL,0.0705,0.0848,0.1008,0.116,0.0333,NEUTRAL,0.1301,0.1312,0.1312,0.1383,0.0471,NEUTRAL,0.1191,0.1169,0.1465,0.1474,0.0577,NEUTRAL,0.095,0.0764,0.0738,0.0555,0.0682,NEUTRAL,0.0149,NEUTRAL,0.007,NEUTRAL
115026874005799261,2025-08-14,INTC,Intel,direct,neutral,cache,SPY QQQ,SMH,NVDA AMD TSM AVGO,0,0.0298,0.0188,0.1138,3,1,“Obama Intel Chief James Clapper Told NSA Head To Get On Board With ‘Our Story’ On Russiagate Intel” https://dailycaller.com/2025/08/13/james-clapper-nsa-evidence-russia-hoax-declassified-emails/,0.085,0.082,0.0719,0.0724,0.0149,NEUTRAL,0.1169,0.1172,0.1248,0.1161,0.0211,NEUTRAL,0.0759,0.0766,0.0798,0.0717,0.0258,NEUTRAL,0.0705,0.0848,0.1008,0.116,0.0333,NEUTRAL,0.1301,0.1312,0.1312,0.1383,0.0471,NEUTRAL,0.1191,0.1169,0.1465,0.1474,0.0577,NEUTRAL,0.095,0.0764,0.0738,0.0555,0.0682,NEUTRAL,0.0149,NEUTRAL,0.007,NEUTRAL
115044290751337518,2025-08-17,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0278,0.0499,0.0596,6,1,BIG PROGRESS ON RUSSIA. STAY TUNED! President DJT,0.0035,0.0029,,,0.0139,NEUTRAL,-0.051,-0.0462,,,0.0197,NEUTRAL,-0.07,-0.0627,,,0.0241,NEUTRAL,-0.0259,-0.0297,,,0.0311,NEUTRAL,-0.0444,-0.0478,,,0.044,NEUTRAL,-0.0706,-0.0799,,,0.0539,NEUTRAL,-0.0472,-0.0738,,,0.0638,NEUTRAL,,NEUTRAL,,NEUTRAL
115044479755763458,2025-08-17,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0278,0.0499,0.0596,6,1,https://truthsocial.com/users/Imaluckyangel/statuses/115044361815197151 It is happening before your very eyes!!! President DJT,0.0035,0.0029,,,0.0139,NEUTRAL,-0.051,-0.0462,,,0.0197,NEUTRAL,-0.07,-0.0627,,,0.0241,NEUTRAL,-0.0259,-0.0297,,,0.0311,NEUTRAL,-0.0444,-0.0478,,,0.044,NEUTRAL,-0.0706,-0.0799,,,0.0539,NEUTRAL,-0.0472,-0.0738,,,0.0638,NEUTRAL,,NEUTRAL,,NEUTRAL
115047141648054993,2025-08-18,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0278,0.0499,0.0596,0,1,Big day at the White House tomorrow. Never had so many European Leaders at one time. My great honor to host them!!! President DJT,0.0035,0.0029,,,0.0139,NA,-0.051,-0.0462,,,0.0197,NA,-0.07,-0.0627,,,0.0241,NA,-0.0259,-0.0297,,,0.0311,NA,-0.0444,-0.0478,,,0.044,NA,-0.0706,-0.0799,,,0.0539,NA,-0.0472,-0.0738,,,0.0638,NA,,NA,,NA
115047166895807142,2025-08-18,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0278,0.0499,0.0596,0,1,"The Fake News will say that it is a big loss for President Trump to host so many great European Leaders at our beautiful White House. Actually, it is a great honor for America!!! President DJT",0.0035,0.0029,,,0.0139,NA,-0.051,-0.0462,,,0.0197,NA,-0.07,-0.0627,,,0.0241,NA,-0.0259,-0.0297,,,0.0311,NA,-0.0444,-0.0478,,,0.044,NA,-0.0706,-0.0799,,,0.0539,NA,-0.0472,-0.0738,,,0.0638,NA,,NA,,NA
115047211271212413,2025-08-18,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0278,0.0499,0.0596,0,1,"Do the great American Flags I put up in front of both entrances of the White House look FANTASTIC, or what??? WOW, what a difference!!! President DJT",0.0035,0.0029,,,0.0139,NA,-0.051,-0.0462,,,0.0197,NA,-0.07,-0.0627,,,0.0241,NA,-0.0259,-0.0297,,,0.0311,NA,-0.0444,-0.0478,,,0.044,NA,-0.0706,-0.0799,,,0.0539,NA,-0.0472,-0.0738,,,0.0638,NA,,NA,,NA
115049902258471066,2025-08-18,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0278,0.0499,0.0596,0,1,"We will only see the return of the remaining hostages when Hamas is confronted and destroyed!!! The sooner this takes place, the better the chances of success will be. Remember, I was the one who nego",0.0035,0.0029,,,0.0139,NA,-0.051,-0.0462,,,0.0197,NA,-0.07,-0.0627,,,0.0241,NA,-0.0259,-0.0297,,,0.0311,NA,-0.0444,-0.0478,,,0.044,NA,-0.0706,-0.0799,,,0.0539,NA,-0.0472,-0.0738,,,0.0638,NA,,NA,,NA
115049921290485283,2025-08-18,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0278,0.0499,0.0596,0,1,A big day at the White House. We have never had so many European Leaders here at one time. A great honor for America!!! Lets see what the results will be??? President DJT,0.0035,0.0029,,,0.0139,NA,-0.051,-0.0462,,,0.0197,NA,-0.07,-0.0627,,,0.0241,NA,-0.0259,-0.0297,,,0.0311,NA,-0.0444,-0.0478,,,0.044,NA,-0.0706,-0.0799,,,0.0539,NA,-0.0472,-0.0738,,,0.0638,NA,,NA,,NA
115050161923440039,2025-08-18,DJT,Trump Media & Technology Group,direct,negative,cache,SPY,,,1,0.0278,0.0499,0.0596,0,0,"I’ve settled 6 Wars in 6 months, one of them a possible Nuclear disaster, and yet I have to read & listen to the Wall Street Journal, and many other who truly don’t have a clue, tell me everything tha",-0.0502,-0.045,,,0.0135,NA,-0.0693,-0.0615,,,0.019,NA,-0.0518,-0.0401,,,0.0233,NA,-0.0606,-0.0595,,,0.0301,NA,-0.0682,-0.0638,,,0.0426,NA,-0.078,-0.0892,,,0.0521,NA,-0.0769,-0.1019,,,0.0617,NA,,NA,,NA
115064763272706560,2025-08-21,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0282,-0.0201,-0.0778,3,1,Gavin Newscum is way down in the polls. He is viewed as the man who is destroying the once Great State of California. I will save California!!! President DJT,0.0248,0.0259,,,0.0141,NA,0.0537,0.0395,,,0.0199,NA,0.0153,0.0056,,,0.0244,NA,0.0566,0.0403,,,0.0315,NA,-0.0118,-0.032,,,0.0446,NA,-0.0024,-0.0359,,,0.0546,NA,0.0283,-0.0177,,,0.0646,NA,,NA,,NA
