post_id,tweet_date,entity,entity_name,match_tier,stance,stance_source,indices_used,sectors_used,peers_used,used_fallback,pre_vol,pre_ret_1,pre_ret_3,weekday,after_hours,text,raw_eod,abn_idx_eod,abn_sec_eod,abn_peer_eod,band_eod,label_eod,raw_2d,abn_idx_2d,abn_sec_2d,abn_peer_2d,band_2d,label_2d,raw_3d,abn_idx_3d,abn_sec_3d,abn_peer_3d,band_3d,label_3d,raw_1w,abn_idx_1w,abn_sec_1w,abn_peer_1w,band_1w,label_1w,raw_2w,abn_idx_2w,abn_sec_2w,abn_peer_2w,band_2w,label_2w,raw_3w,abn_idx_3w,abn_sec_3w,abn_peer_3w,band_3w,label_3w,raw_1mo,abn_idx_1mo,abn_sec_1mo,abn_peer_1mo,band_1mo,label_1mo,abn_sec_30m,label_30m,abn_sec_1h,label_1h
113781393195053401,2025-01-06,TSLA,Tesla,direct,neutral,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0467,0.0822,-0.0167,0,1,"“Had this election not been won by Donald Trump, civilization would be lost.” Elon Musk",-0.0287,-0.0284,-0.0219,-0.0254,0.0233,NEUTRAL,-0.0681,-0.0533,-0.0421,-0.0498,0.033,NEUTRAL,-0.0668,-0.0527,-0.0435,-0.0456,0.0404,NEUTRAL,-0.047,-0.0169,-0.0196,-0.0192,0.0522,NEUTRAL,0.0021,-0.0044,-0.0092,-0.0027,0.0738,NEUTRAL,-0.0593,-0.0641,-0.0737,-0.0887,0.0904,NEUTRAL,-0.1064,-0.1158,-0.1101,-0.1327,0.107,NEUTRAL,0.0,NEUTRAL,0.0043,NEUTRAL
113781828670659948,2025-01-06,AMZN,Amazon,indirect,negative,cache,SPY QQQ DIA,XLY,TSLA HD MCD NKE,0,0.0169,0.018,0.0131,0,0,"The story in the Washington Post, quoting so-called anonymous sources, which don't exist, incorrectly states that my tariff policy will be pared back. That is wrong. The Washington Post knows it's wro",0.0037,0.0052,0.0104,0.0174,0.0084,NEUTRAL,-0.0206,-0.008,0.0054,-0.0013,0.0119,NEUTRAL,-0.0205,-0.009,0.0028,0.0071,0.0146,NEUTRAL,-0.0367,-0.012,-0.0093,-0.0089,0.0189,NEUTRAL,0.0173,0.0042,0.006,0.0202,0.0267,NEUTRAL,0.0501,0.0316,0.0358,0.0494,0.0327,NEUTRAL,0.0414,0.0196,0.0377,0.0434,0.0386,NEUTRAL,0.0,NEUTRAL,0.0078,NEUTRAL
113826686962325672,2025-01-14,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0556,0.2152,0.2183,1,1,"RELEASE THE WATER, NEWSOM. WHAT IS WRONG WITH YOU? DJT",0.0004,0.0041,,,0.0278,NEUTRAL,0.038,0.0236,,,0.0393,NEUTRAL,0.0423,0.0299,,,0.0482,NEUTRAL,-0.0952,-0.1272,,,0.0622,NEUTRAL,-0.2363,-0.2708,,,0.088,NEUTRAL,-0.2216,-0.2514,,,0.1078,NEUTRAL,-0.2264,-0.2589,,,0.1275,NEUTRAL,,NEUTRAL,,NEUTRAL
113847449027767807,2025-01-18,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0589,-0.0237,0.0173,5,1,"Coming up, THE MOST IMPORTANT WEEKEND, PLUS, IN AMERICAN HISTORY. ENJOY!  DJT",-0.0532,-0.0572,,,0.0295,NEUTRAL,-0.1059,-0.1155,,,0.0417,NEUTRAL,-0.1075,-0.1226,,,0.051,NEUTRAL,-0.2143,-0.2121,,,0.0659,NEUTRAL,-0.1801,-0.1753,,,0.0932,NEUTRAL,-0.1697,-0.1767,,,0.1141,NEUTRAL,-0.2485,-0.2689,,,0.135,NEUTRAL,,NEUTRAL,,NEUTRAL
113898263726281638,2025-01-27,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0633,-0.025,-0.0809,0,1,THE USA HAS A LOT OF WINNING TO DO! DJT,-0.0594,-0.0671,,,0.0316,NEUTRAL,-0.0433,-0.0596,,,0.0448,NEUTRAL,0.0213,0.0096,,,0.0548,NEUTRAL,0.0146,0.0029,,,0.0708,NEUTRAL,-0.0067,-0.0167,,,0.1001,NEUTRAL,-0.0322,-0.0572,,,0.1226,NEUTRAL,-0.2417,-0.2408,,,0.145,NEUTRAL,,NEUTRAL,,NEUTRAL
113903630433895227,2025-01-28,MCD,McDonald's,direct,positive,cache,SPY DIA,XLY,AMZN TSLA HD NKE,0,0.0098,0.0267,0.0417,1,1,"Wow! In Nevada, a State I love and WON BIG in 2024, Republicans now lead Democrats in Voter Registration for the first time since 2007. Thank you to Chairman Michael McDonald, Governor Joe Lombardo, a",-0.0043,-0.0089,-0.0084,-0.0006,0.0049,NEUTRAL,-0.0078,-0.0088,-0.0091,-0.0039,0.007,NEUTRAL,-0.0071,-0.0126,-0.0182,-0.0121,0.0085,NEUTRAL,-0.008,-0.0024,-0.0013,0.0019,0.011,NEUTRAL,0.0548,0.054,0.0734,0.0949,0.0156,UP,0.0425,0.0349,0.0611,0.0824,0.0191,UP,0.0406,0.0593,0.1061,0.1219,0.0225,UP,0.0,NEUTRAL,-0.0018,NEUTRAL
113909188940119917,2025-01-29,TSLA,Tesla,direct,neutral,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0364,0.0024,-0.0347,2,1,I have just asked Elon Musk and @SpaceX to “go get” the 2 brave astronauts who have been virtually abandoned in space by the Biden Administration. They have been waiting for many months on @Space Stat,-0.0155,-0.0123,-0.0118,-0.0092,0.0182,NEUTRAL,0.0128,0.0112,0.0067,0.0215,0.0258,NEUTRAL,0.0238,0.0255,0.0221,0.0312,0.0316,NEUTRAL,-0.0076,-0.0079,-0.0076,-0.0112,0.0407,NEUTRAL,-0.1688,-0.1754,-0.1342,-0.1511,0.0576,NEUTRAL,-0.0877,-0.1116,-0.0637,-0.0774,0.0706,NEUTRAL,-0.2866,-0.2499,-0.2031,-0.2828,0.0835,NEUTRAL,-0.0513,NEUTRAL,-0.0156,NEUTRAL
113928759847321475,2025-02-01,DJT,Trump Media & Technology Group,direct,negative,cache,SPY,,,1,0.0669,0.0082,0.0606,5,1,"Ellie Cohanim on Israel, and Phill Flynn on Tariffs, were GREAT on Fox & Friends this morning. Real “Pros!” DJT",0.0266,0.018,,,0.0335,NA,0.02,0.0046,,,0.0473,NA,0.011,-0.0085,,,0.058,NA,0.039,0.0253,,,0.0749,NA,0.0123,-0.0164,,,0.1059,NA,-0.1429,-0.1506,,,0.1296,NA,-0.2582,-0.2315,,,0.1534,NA,,NA,,NA
113946130240319294,2025-02-04,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0673,-0.0326,-0.039,1,0,"20 years ago, Autism in children was 1 in 10,000. NOW IT’S 1 in 34. WOW! Something’s really wrong. We need BOBBY!!!  Thank You! DJT",0.006,0.0,,,0.0336,NEUTRAL,0.0733,0.0638,,,0.0475,NEUTRAL,0.0338,0.0336,,,0.0581,NEUTRAL,0.0056,-0.0021,,,0.0751,NEUTRAL,-0.0636,-0.0841,,,0.1062,NEUTRAL,-0.1873,-0.1771,,,0.13,NEUTRAL,-0.2715,-0.225,,,0.1538,NEUTRAL,,NEUTRAL,,NEUTRAL
113962698098343227,2025-02-07,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0679,0.0669,0.0506,4,1,BALANCED BUDGET!!! DJT,-0.0344,-0.0243,,,0.034,NEUTRAL,-0.0337,-0.0304,,,0.048,NEUTRAL,-0.0607,-0.0581,,,0.0588,NEUTRAL,-0.0505,-0.0551,,,0.0759,NEUTRAL,-0.1644,-0.1529,,,0.1074,NEUTRAL,-0.2539,-0.2329,,,0.1315,NEUTRAL,-0.3833,-0.307,,,0.1556,NEUTRAL,,NEUTRAL,,NEUTRAL
113963121926787410,2025-02-07,AMZN,Amazon,indirect,neutral,cache,SPY QQQ DIA,XLY,TSLA HD MCD NKE,0,0.0135,0.0113,0.0059,4,0,"Eugene Robinson of the Washington Post is INCOMPETENT! So sad to see him trying to justify the waste, fraud, and corruption at USAID with his pathetic Radical Left SPIN. He should be fired immediately",0.0112,0.0103,0.0118,-0.003,0.0083,NEUTRAL,0.0096,0.0082,0.0215,-0.0105,0.0117,NEUTRAL,-0.007,-0.0057,0.0051,-0.0116,0.0144,NEUTRAL,-0.0081,-0.0181,-0.0104,-0.018,0.0186,NEUTRAL,-0.0774,-0.061,-0.038,-0.0518,0.0263,NEUTRAL,-0.1107,-0.0707,-0.0467,-0.0915,0.0322,NEUTRAL,-0.1473,-0.0628,-0.0144,-0.1059,0.0381,NEUTRAL,-0.0084,NEUTRAL,-0.0289,NEUTRAL
114020008419550279,2025-02-17,AMZN,Amazon,direct,neutral,cache,SPY QQQ DIA,XLY,TSLA HD MCD NKE,0,0.016,-0.0073,-0.0175,0,0,"Who is running the Country right now? In his new book, “American Leviathan: The Birth of the Administrative State and Progressive Authoritarianism,” Ned Ryun reveals the History of the Deep State, whi",-0.0095,-0.0101,-0.007,-0.0041,0.008,NEUTRAL,-0.0096,-0.0116,-0.0065,-0.0086,0.0113,NEUTRAL,-0.026,-0.022,-0.0143,-0.0181,0.0139,NEUTRAL,-0.0704,-0.0431,-0.0291,-0.0391,0.0179,NEUTRAL,-0.104,-0.0535,-0.0381,-0.0791,0.0254,NEUTRAL,-0.1498,-0.0621,-0.0237,-0.1239,0.0311,NEUTRAL,-0.1573,-0.0688,-0.01,-0.0826,0.0368,NEUTRAL,-0.0044,NEUTRAL,-0.01,NEUTRAL
114027770237892482,2025-02-19,TSLA,Tesla,direct,neutral,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.028,-0.0049,0.0523,2,1,“TUNE IN: Exclusive Hannity Interview with President Trump and Elon Musk Tonight at 9PM ET” https://hannity.com/media-room/tune-in-exclusive-hannity-interview-with-president-trump-and-elon-musk-tonigh,0.0185,0.0153,0.0144,0.021,0.014,NEUTRAL,0.0011,0.0021,0.0057,0.0048,0.0198,NEUTRAL,-0.0458,-0.0259,-0.015,-0.0287,0.0243,NEUTRAL,-0.1446,-0.1082,-0.1052,-0.1519,0.0313,NEUTRAL,-0.2315,-0.1644,-0.1557,-0.2178,0.0443,NEUTRAL,-0.3486,-0.2421,-0.2202,-0.2973,0.0543,NEUTRAL,-0.3337,-0.245,-0.209,-0.2589,0.0642,NEUTRAL,-0.0749,NEUTRAL,0.0298,NEUTRAL
114033427089061668,2025-02-20,TSLA,Tesla,direct,negative,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0287,0.0182,0.013,3,1,"Elon Musk: “The President’s instincts on Ukraine are absolutely right. It is really sad that so many parents have lost their sons, and so many sons their fathers in this pointless war.”",-0.0197,-0.0173,-0.0138,-0.0238,0.0143,NEUTRAL,-0.0656,-0.0444,-0.0335,-0.0531,0.0203,DOWN,-0.0857,-0.0565,-0.05,-0.0834,0.0248,DOWN,-0.1956,-0.1593,-0.1509,-0.1981,0.032,DOWN,-0.228,-0.1706,-0.165,-0.2279,0.0453,DOWN,-0.3137,-0.2133,-0.1892,-0.2585,0.0555,DOWN,-0.3465,-0.2536,-0.2185,-0.2712,0.0657,DOWN,-0.0245,DOWN,-0.0099,DOWN
114036638899167319,2025-02-20,DJT,Trump Media & Technology Group,direct,negative,cache,SPY,,,1,0.0364,-0.0335,-0.0789,3,0,BALANCE BUDGET NOW??? LETS GIVE IT A SHOT. LOTS OF MONEY COMING IN FROM TARIFFS. DO IT! DJT,-0.0128,-0.0109,,,0.0182,NA,-0.0429,-0.0239,,,0.0257,NA,-0.0876,-0.0642,,,0.0315,NA,-0.1305,-0.1027,,,0.0407,NA,-0.195,-0.1485,,,0.0575,NA,-0.2883,-0.2022,,,0.0705,NA,-0.2897,-0.2144,,,0.0834,NA,,NA,,NA
114058814859681967,2025-02-24,AAPL,Apple,direct,positive,cache,SPY QQQ DIA,XLK,MSFT NVDA AMD AVGO,0,0.0167,-0.0011,0.0044,0,1,"APPLE HAS JUST ANNOUNCED A RECORD 500 BILLION DOLLAR INVESTMENT IN THE UNITED STATES OF AMERICA. THE REASON, FAITH IN WHAT WE ARE DOING, WITHOUT WITCH, THEY WOULD’NT BE INVESTING TEN CENTS. THANK YOU ",0.0089,0.0176,0.027,0.047,0.0083,UP,0.0086,0.0219,0.0394,0.0787,0.0118,UP,-0.0187,-0.005,0.0016,0.0136,0.0144,NEUTRAL,-0.0126,0.0022,0.0309,0.0739,0.0186,NEUTRAL,-0.0239,0.0191,0.0492,0.0803,0.0264,NEUTRAL,-0.1284,-0.0605,-0.0357,-0.0284,0.0323,NEUTRAL,-0.0988,-0.054,-0.0234,-0.0245,0.0382,NEUTRAL,0.0,NEUTRAL,0.02,UP
114059004456970017,2025-02-24,AAPL,Apple,direct,positive,cache,SPY QQQ DIA,XLK,MSFT NVDA AMD AVGO,0,0.0167,-0.0011,0.0044,0,1,"APPLE HAS JUST ANNOUNCED A RECORD 500 BILLION DOLLAR INVESTMENT IN THE UNITED STATES OF AMERICA. THE REASON, FAITH IN WHAT WE ARE DOING, WITHOUT WHICH, THEY WOULD’NT BE INVESTING TEN CENTS. THANK YOU ",0.0089,0.0176,0.027,0.047,0.0083,UP,0.0086,0.0219,0.0394,0.0787,0.0118,UP,-0.0187,-0.005,0.0016,0.0136,0.0144,NEUTRAL,-0.0126,0.0022,0.0309,0.0739,0.0186,NEUTRAL,-0.0239,0.0191,0.0492,0.0803,0.0264,NEUTRAL,-0.1284,-0.0605,-0.0357,-0.0284,0.0323,NEUTRAL,-0.0988,-0.054,-0.0234,-0.0245,0.0382,NEUTRAL,0.0,NEUTRAL,0.02,UP
114059888811732826,2025-02-24,TSLA,Tesla,direct,neutral,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0298,-0.0468,-0.0461,0,0,"Elon Musk: ""7 out of 10 voters want $1T removed from federal spending.""",-0.0741,-0.0659,-0.0694,-0.0856,0.015,NEUTRAL,-0.1108,-0.1041,-0.102,-0.1225,0.0212,NEUTRAL,-0.1378,-0.1094,-0.1147,-0.1373,0.0259,NEUTRAL,-0.1296,-0.097,-0.1044,-0.1151,0.0335,NEUTRAL,-0.3207,-0.2453,-0.2328,-0.2853,0.0473,NEUTRAL,-0.2722,-0.2119,-0.1782,-0.1975,0.058,NEUTRAL,-0.1189,-0.0781,-0.0685,-0.0767,0.0686,NEUTRAL,0.011,NEUTRAL,0.0085,NEUTRAL
114069904344598839,2025-02-26,TSLA,Tesla,direct,positive,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0339,-0.0839,-0.1456,2,1,https://truthsocial.com/@realDonaldTrump/114057798709965917   I thought it would be appropriate to take out my thank you TRUTH to Elon Musk after our (ALL OF US!) big Election Win. Nothing has changed,-0.0425,-0.0404,-0.0317,-0.0308,0.017,NEUTRAL,-0.0716,-0.0477,-0.0466,-0.0527,0.024,NEUTRAL,-0.0353,-0.0267,-0.0265,-0.0237,0.0294,NEUTRAL,-0.1043,-0.0689,-0.06,-0.0612,0.0379,NEUTRAL,-0.2408,-0.1646,-0.1421,-0.1638,0.0537,NEUTRAL,-0.2581,-0.1891,-0.1462,-0.1554,0.0657,NEUTRAL,-0.1042,-0.0532,-0.0395,-0.0331,0.0778,NEUTRAL,-0.0935,NEUTRAL,-0.03,NEUTRAL
114069904344598839,2025-02-26,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0335,-0.0746,-0.1448,2,1,https://truthsocial.com/@realDonaldTrump/114057798709965917   I thought it would be appropriate to take out my thank you TRUTH to Elon Musk after our (ALL OF US!) big Election Win. Nothing has changed,0.0255,0.0278,,,0.0168,NA,-0.0046,0.0137,,,0.0237,NA,0.0079,0.0109,,,0.029,NA,-0.0686,-0.0366,,,0.0375,NA,-0.1815,-0.1144,,,0.053,NA,-0.1598,-0.1012,,,0.0649,NA,-0.1242,-0.0812,,,0.0768,NA,,NA,,NA
114070190082477156,2025-02-26,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0335,-0.0746,-0.1448,2,1,"Congratulations to the U.S. Dockworkers on your great new deal. Also, thank you for your overwhelming support in the Presidential Election. Slowing down automation, just a little bit, is an OK thing t",0.0255,0.0278,,,0.0168,NA,-0.0046,0.0137,,,0.0237,NA,0.0079,0.0109,,,0.029,NA,-0.0686,-0.0366,,,0.0375,NA,-0.1815,-0.1144,,,0.053,NA,-0.1598,-0.1012,,,0.0649,NA,-0.1242,-0.0812,,,0.0768,NA,,NA,,NA
114070315739588346,2025-02-26,AAPL,Apple,direct,neutral,cache,SPY QQQ DIA,XLK,MSFT NVDA AMD AVGO,0,0.0154,-0.0002,0.0049,2,1,"APPLE SHOULD GET RID OF DEI RULES, NOT JUST MAKE ADJUSTMENTS TO THEM. DEI WAS A HOAX THAT HAS BEEN VERY BAD FOR OUR COUNTRY. DEI IS GONE!!!",-0.0162,-0.0132,-0.0173,-0.0234,0.0077,NEUTRAL,-0.0288,-0.0097,0.0066,0.0192,0.0109,NEUTRAL,-0.0102,-0.0059,0.0124,0.0274,0.0134,NEUTRAL,-0.0344,-0.0025,0.0187,0.0326,0.0173,NEUTRAL,-0.0961,-0.0288,0.0007,-0.0165,0.0244,NEUTRAL,-0.1295,-0.0683,-0.0489,-0.0672,0.0299,NEUTRAL,-0.0933,-0.0506,-0.0201,-0.0208,0.0354,NEUTRAL,-0.016,NEUTRAL,-0.0274,NEUTRAL
114070572392915582,2025-02-26,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0335,-0.0746,-0.1448,2,0,"Big First Step Win for Speaker Mike Johnson, and AMERICA. Now let’s start to BALANCE THE BUDGET. IT CAN BE DONE!!! DJT",0.0255,0.0278,,,0.0168,NA,-0.0046,0.0137,,,0.0237,NA,0.0079,0.0109,,,0.029,NA,-0.0686,-0.0366,,,0.0375,NA,-0.1815,-0.1144,,,0.053,NA,-0.1598,-0.1012,,,0.0649,NA,-0.1242,-0.0812,,,0.0768,NA,,NA,,NA
114071853044146528,2025-02-26,TSLA,Tesla,direct,neutral,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0339,-0.0839,-0.1456,2,0,Elon Musk: “President Trump has put together the best Cabinet ever...And I do not give false praise. This is an incredible group of people. I don't think such a talented team has ever been assembled…”,-0.0316,-0.0045,-0.0127,-0.0231,0.0171,NEUTRAL,0.0063,0.0181,0.0089,0.0137,0.0242,NEUTRAL,-0.0224,0.0089,-0.0013,-0.0056,0.0296,NEUTRAL,-0.0414,-0.0143,-0.0177,-0.0167,0.0383,NEUTRAL,-0.1479,-0.0763,-0.0601,-0.0711,0.0541,NEUTRAL,-0.1899,-0.1291,-0.1007,-0.0961,0.0663,NEUTRAL,-0.0619,-0.0039,-0.0036,0.0089,0.0784,NEUTRAL,-0.0025,NEUTRAL,-0.0031,NEUTRAL
114129217070412961,2025-03-08,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0268,0.0237,0.0103,5,1,ELON AND MARCO HAVE A GREAT RELATIONSHIP. ANY STATEMENT OTHER THAN THAT IS FAKE NEWS!!! DJT,-0.0848,-0.0724,,,0.0134,NA,-0.1008,-0.0803,,,0.019,NA,-0.0779,-0.0625,,,0.0232,NA,-0.0714,-0.063,,,0.03,NA,-0.0696,-0.0662,,,0.0424,NA,-0.0889,-0.0708,,,0.0519,NA,-0.2042,-0.0955,,,0.0614,NA,,NA,,NA
114135672415463032,2025-03-10,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0268,0.0237,0.0103,0,1,Great job by Congressman Brian Mast on FoxNews. He’s got it together!!! DJT,-0.0848,-0.0724,,,0.0134,NA,-0.1008,-0.0803,,,0.019,NA,-0.0779,-0.0625,,,0.0232,NA,-0.0714,-0.063,,,0.03,NA,-0.0696,-0.0662,,,0.0424,NA,-0.0889,-0.0708,,,0.0519,NA,-0.2042,-0.0955,,,0.0614,NA,,NA,,NA
114140437287253298,2025-03-10,AMZN,Amazon,indirect,neutral,cache,SPY QQQ DIA,XLY,TSLA HD MCD NKE,0,0.0167,-0.0236,-0.0663,0,1,"Back by popular demand, for the first time in 20 years, the Emmy nominated ORIGINAL APPRENTICE STARRING PRESIDENT DONALD TRUMP is back!! Watch Season 1 of The Apprentice, now streaming on Prime Video.",0.0139,0.0194,0.0231,0.0334,0.0083,NEUTRAL,0.0257,0.0264,0.0292,0.0538,0.0118,NEUTRAL,-0.0001,0.0153,0.0283,0.0532,0.0144,NEUTRAL,0.0095,-0.0031,0.0156,0.0455,0.0186,NEUTRAL,0.0483,0.0188,0.0148,0.078,0.0263,NEUTRAL,-0.0188,-0.0196,-0.0177,-0.0033,0.0323,NEUTRAL,-0.1199,-0.0111,-0.0119,-0.0426,0.0382,NEUTRAL,-0.0447,NEUTRAL,0.0167,NEUTRAL
114141854575248527,2025-03-11,TSLA,Tesla,direct,negative,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0464,-0.1543,-0.204,1,1,"To Republicans, Conservatives, and all great Americans, Elon Musk is “putting it on the line” in order to help our Nation, and he is doing a FANTASTIC JOB! But the Radical Left Lunatics, as they often",0.0234,0.0273,0.0326,0.0429,0.0232,NEUTRAL,0.1011,0.0967,0.1046,0.1291,0.0328,NEUTRAL,0.0682,0.0796,0.0966,0.1214,0.0402,NEUTRAL,0.0564,0.0384,0.0625,0.0924,0.0519,NEUTRAL,0.2356,0.2008,0.2021,0.2653,0.0734,NEUTRAL,0.1502,0.1516,0.1513,0.1679,0.0899,NEUTRAL,-0.0153,0.0985,0.0926,0.0939,0.1064,NEUTRAL,-0.1216,DOWN,0.0151,NEUTRAL
114145611018414576,2025-03-11,TSLA,Tesla,direct,positive,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0482,0.0379,-0.1248,1,1,"Elon Musk: “As a function of the great policies of President Trump and his administration, and as an act of faith in America, Tesla is going to DOUBLE vehicle output in the United States within the ne",0.0035,0.0088,0.0148,0.0158,0.0241,NEUTRAL,-0.0265,-0.0056,0.0095,0.0021,0.0341,NEUTRAL,0.0112,0.0101,0.0266,0.0362,0.0418,NEUTRAL,-0.0886,-0.0828,-0.0571,-0.0619,0.0539,NEUTRAL,0.1655,0.1365,0.132,0.1719,0.0763,UP,0.0859,0.0915,0.0845,0.1128,0.0934,NEUTRAL,0.101,0.1246,0.1196,0.1443,0.1105,UP,0.0645,UP,0.0616,UP
114145621000876629,2025-03-11,TSLA,Tesla,direct,neutral,cache,SPY QQQ,XLY,AMZN HD MCD NKE,0,0.0482,0.0379,-0.1248,1,1,The Tesla Model S — BEAUTIFUL!,0.0035,0.0088,0.0148,0.0158,0.0241,NEUTRAL,-0.0265,-0.0056,0.0095,0.0021,0.0341,NEUTRAL,0.0112,0.0101,0.0266,0.0362,0.0418,NEUTRAL,-0.0886,-0.0828,-0.0571,-0.0619,0.0539,NEUTRAL,0.1655,0.1365,0.132,0.1719,0.0763,NEUTRAL,0.0859,0.0915,0.0845,0.1128,0.0934,NEUTRAL,0.101,0.1246,0.1196,0.1443,0.1105,NEUTRAL,0.0645,NEUTRAL,0.0616,NEUTRAL
114145974393951612,2025-03-11,BA,Boeing,direct,positive,cache,SPY DIA,XLI ITA,CAT GE RTX UNP LMT NOC GD,0,0.0253,0.0399,-0.0276,1,1,"I am pleased to announce that Dearborn Heights Mayor Bill Bazzi will be the next United States Ambassador to the Republic of Tunisia. Bazzi is a decorated U.S. Marine, who honorably served our Country",0.0115,0.018,0.0172,0.0193,0.0127,UP,0.0148,0.0341,0.0269,0.022,0.0179,UP,0.0306,0.032,0.0261,0.0284,0.0219,UP,0.0291,0.0306,0.0159,0.0202,0.0283,NEUTRAL,0.163,0.138,0.1157,0.146,0.0401,UP,0.0711,0.0666,0.0518,0.0361,0.0491,NEUTRAL,0.0243,0.047,0.0389,0.0306,0.058,NEUTRAL,0.0088,UP,0.006,UP
114146381629892800,2025-03-11,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0336,-0.0176,-0.1096,1,1,"Big WIN for Republicans, and America, tonight. Congratulations to ALL!!! DJT",-0.0025,0.0034,,,0.0168,NA,-0.0472,-0.0281,,,0.0238,NA,0.0045,0.0033,,,0.0291,NA,-0.0015,0.0006,,,0.0376,NA,0.1367,0.11,,,0.0532,NA,0.007,0.0061,,,0.0651,NA,0.0075,0.0286,,,0.077,NA,,NA,,NA
114149845661093099,2025-03-12,DJT,Trump Media & Technology Group,direct,positive,cache,SPY,,,1,0.0336,-0.0176,-0.1096,2,0,"Wow!!! People are loving Elon, a GREAT PATRIOT. Nice to see!!! DJT",-0.0653,-0.0527,,,0.0176,NA,-0.0146,-0.0224,,,0.0249,NA,0.0024,-0.0131,,,0.0305,NA,0.0039,-0.0116,,,0.0393,NA,0.021,-0.0002,,,0.0556,NA,-0.0853,-0.0992,,,0.0681,NA,-0.0839,-0.026,,,0.0806,NA,,NA,,NA
114151257383811463,2025-03-12,GS,Goldman Sachs,direct,neutral,cache,SPY DIA,XLF,JPM BAC WFC MS,0,0.0224,0.0081,-0.0428,2,1,"Goldman Sachs CEO David Solomon: ""One of the things that I do like is that the President is engaged with the business community. The administration is engaged with the business community — and that's ",-0.0203,-0.0084,-0.0123,-0.0029,0.0112,NEUTRAL,0.0107,0.0044,-0.0043,-0.0049,0.0158,NEUTRAL,0.0293,0.0144,0.0023,0.0018,0.0194,NEUTRAL,0.0405,0.0242,0.0034,-0.0077,0.025,NEUTRAL,0.0714,0.0467,0.0157,-0.0002,0.0354,NEUTRAL,0.0512,0.0328,-0.002,0.0046,0.0434,NEUTRAL,-0.0856,-0.0362,-0.0496,-0.0063,0.0513,NEUTRAL,-0.0119,NEUTRAL,-0.0103,NEUTRAL
114151328220491045,2025-03-12,AAPL,Apple,direct,neutral,cache,SPY QQQ DIA,XLK,MSFT NVDA AMD AVGO,0,0.0174,-0.0175,-0.0924,2,1,"“GE Aerospace announced on Tuesday a nearly $1 billion investment in U.S. manufacturing, the latest company to do so under the Trump administration…It marks the latest company to put money back into t",-0.029,-0.0156,-0.0129,-0.0171,0.0087,NEUTRAL,-0.0114,-0.018,-0.025,-0.0247,0.0123,NEUTRAL,-0.009,-0.0235,-0.0297,-0.0269,0.0151,NEUTRAL,-0.0033,-0.0174,-0.0215,-0.0156,0.0195,NEUTRAL,0.0258,0.0032,0.0126,0.0309,0.0275,NEUTRAL,0.0368,0.0241,0.0423,0.0663,0.0337,NEUTRAL,-0.1182,-0.0647,-0.0407,-0.0252,0.0399,NEUTRAL,0.0045,NEUTRAL,-0.0005,NEUTRAL
114161025000723427,2025-03-14,DJT,Trump Media & Technology Group,direct,neutral,cache,SPY,,,1,0.0352,-0.0448,-0.0377,4,1,"Congratulations to Chuck Schumer for doing the right thing — Took “guts” and courage! The big Tax Cuts, L.A. fire fix, Debt Ceiling Bill, and so much more, is coming. We should all work together on th",0.0327,0.0207,,,0.0176,NEUTRAL,0.0506,0.0307,,,0.0249,NEUTRAL,0.0266,0.0177,,,0.0305,NEUTRAL,0.0235,0.0066,,,0.0393,NEUTRAL,0.0383,0.0155,,,0.0556,NEUTRAL,-0.0593,-0.0273,,,0.0681,NEUTRAL,-0.0347,0.0022,,,0.0806,NEUTRAL,,NEUTRAL,,NEUTRAL
